catalogKey,name,source,decision,evidence_source,input_file,date_field,release_date,precision,event,source_urls,library_decision,library_candidate_date,reason
llm-stats:screenspot,ScreenSpot,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-01-17,day,paper_introduction,https://arxiv.org/abs/2401.10935,accepted,2024-01-17,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:screenspot-pro,ScreenSpot Pro,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-04,day,paper_introduction,https://arxiv.org/abs/2504.07981,accepted,2025-04-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:seal-0,Seal-0,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-06-01,day,named_component_or_alias_introduction,https://arxiv.org/abs/2506.01062,accepted,2025-06-01,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The original SealQA v1 explicitly introduces the 111 questions in Seal-0. The named subset appears in the paper dated 2025-06-01. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:sec-bench-pro,SEC-bench Pro,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-26,day,paper_introduction,https://arxiv.org/abs/2605.26548,accepted,2026-05-26,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:seccodebench,SecCodeBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-07-10,day,official_introduction_or_release,https://github.com/alibaba/sec-code-bench/releases/tag/v1.0.0,accepted,2025-07-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:seedclawbench,SeedClawBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-23,day,official_introduction_or_release,https://seed.bytedance.com/en/blog/seed2-1-officially-released-advancing-ai-productivity,accepted,2026-06-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:sifo,SIFO,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-09-23,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:sifo-multiturn,SIFO-Multiturn,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-09-23,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:simpleqa-verified,SimpleQA Verified,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-09-09,day,paper_introduction,https://arxiv.org/abs/2509.07968,accepted,2025-09-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:simplevqa,SimpleVQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-02-18,day,paper_introduction,https://arxiv.org/abs/2502.13059,accepted,2025-02-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:siren-agentdojo-attack-success,Siren AgentDojo Attack Success Rate,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-06-19,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:siren-agentdojo-utility,Siren AgentDojo Utility,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-06-19,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:skillsbench,SkillsBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-13,day,paper_introduction,https://arxiv.org/abs/2602.12670,accepted,2026-02-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:slakevqa,SlakeVQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-02-18,day,paper_introduction,https://arxiv.org/abs/2102.09542,accepted,2021-02-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:social-iqa,Social IQa,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2019-04-22,day,paper_introduction,https://arxiv.org/abs/1904.09728,accepted,2019-04-22,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:spider,Spider,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2018-09-24,day,paper_introduction,https://arxiv.org/abs/1809.08887,accepted,2018-09-24,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:spreadsheetbench-2,SpreadsheetBench 2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-29,day,paper_introduction,https://arxiv.org/abs/2606.29955,accepted,2026-06-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:spreadsheetbench-v1,SpreadSheetBench-v1,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-21,day,paper_introduction,https://arxiv.org/abs/2406.14991,accepted,2024-06-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:squality,SQuALITY,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2022-05-23,day,paper_introduction,https://arxiv.org/abs/2205.11465,accepted,2022-05-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:stem,STEM,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-02-27,day,paper_introduction,https://arxiv.org/abs/2402.17205,accepted,2024-02-27,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:summscreenfd,SummScreenFD,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-04-14,day,named_component_or_alias_introduction,https://arxiv.org/abs/2104.07091,accepted,2021-04-14,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Direct inspection of the original v1 PDF confirms that the dataset construction section and tables already include ForeverDreaming (FD) and TVMegaSite. This establishes the presence of SummScreenFD in that same version. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:sunrgbd,SUNRGBD,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2015-06,month,paper_introduction,https://openaccess.thecvf.com/content_cvpr_2015/html/Song_SUN_RGB-D_A_2015_CVPR_paper.html,accepted,2015-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:superchem,SuperChem,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-01,day,paper_introduction,https://arxiv.org/abs/2512.01274,accepted,2025-12-01,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:superglue,SuperGLUE,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2019-05-02,day,paper_introduction,https://arxiv.org/abs/1905.00537,accepted,2019-05-02,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:surds,SURDS,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2025-05-27,day,surds_version_introduction_in_v3,https://arxiv.org/abs/2411.13112v2;https://arxiv.org/abs/2411.13112v3;https://github.com/xiandaguo/drive-mllm,scope_not_release,2024-11-20,"The original date, 2024-11-20, belongs to an early DriveMLLM version. The arXiv v3 uses the SURDS name and introduces the expanded dataset on 2025-05-27; the authors' repository also distinguishes the old DriveMLLM from SURDS."
llm-stats:svg-bench,SVG-Bench,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-01,The evidence explicitly permits only announcement-date public disclosure and notes later article edits; it is not version-pinned evidence of this task set first being introduced or released.
llm-stats:swe-atlas,SWE-Atlas,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2026-03-04,day,suite_initial_launch,https://scale.com/blog/swe-atlas;https://scale.com/blog/swe-atlas-complete,scope_not_release,2026-05-08,"Scale's official announcement dated 2026-03-04 launches SWE-Atlas; all three evaluation tracks were announced as available only on 2026-05-07. For the unversioned suite record, the initial launch date is used rather than the May paper date."
llm-stats:swe-atlas-codebase-qna,SWE Atlas - Codebase QnA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-04,day,named_component_release,https://scale.com/blog/swe-atlas,accepted,2026-03-04,"The supplied official launch evidence explicitly says the Codebase QnA component is available on the given date, while other tracks come later. This is direct named-component release evidence, not generic suite-date inheritance."
llm-stats:swe-atlas-test-writing,SWE Atlas - Test Writing,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-30,day,official_introduction_or_release,https://www.linkedin.com/posts/vbingliu_were-launching-swe-atlas-test-writing-activity-7444444341974261760-1lmH,accepted,2026-03-30,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:swe-bench-multilingual,SWE-bench Multilingual,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-06,day,official_introduction_or_release,https://kabirk.com/multilingual,accepted,2025-05-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:swe-bench-multimodal,SWE-Bench Multimodal,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-04,day,paper_introduction,https://arxiv.org/abs/2410.03859,accepted,2024-10-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:swe-bench-verified-(agentic-coding),SWE-bench Verified (Agentic Coding),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-08-13,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:swe-bench-verified-(agentless),SWE-bench Verified (Agentless),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-08-13,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:swe-bench-verified-(multiple-attempts),SWE-bench Verified (Multiple Attempts),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-08-13,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:swe-fficiency,SWE-fficiency,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-11-08,day,paper_introduction,https://arxiv.org/abs/2511.06090,accepted,2025-11-08,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:swe-lancer,SWE-Lancer,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-02-17,day,paper_introduction,https://arxiv.org/abs/2502.12115,accepted,2025-02-17,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:swe-lancer-(ic-diamond-subset),SWE-Lancer (IC-Diamond subset),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-02-17,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:swe-marathon,SWE-Marathon,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:swe-mm,SWE-MM,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-10-04,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:swe-perf,SWE-Perf,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-07-16,day,paper_introduction,https://arxiv.org/abs/2507.12415,accepted,2025-07-16,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:swe-review,SWE-Review,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-07-07,day,paper_introduction,https://arxiv.org/abs/2607.06065,accepted,2026-07-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:swt-bench,SWT-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-18,day,paper_introduction,https://arxiv.org/abs/2406.12952,accepted,2024-06-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:t2-bench,t2-bench,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2025-06-09,day,benchmark_introduction,https://huggingface.co/Qwen/Qwen3.5-397B-A17B;https://arxiv.org/abs/2506.07982v1,scope_not_release,2025-06-09,"The official Qwen3.5-397B-A17B model card labels the corresponding score of 86.7 as TAU2-Bench, supporting the mapping from t2-bench to tau2-bench. The original paper's v1 date is 2025-06-09."
llm-stats:tau-bench,Tau-bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-17,day,paper_introduction,https://arxiv.org/abs/2406.12045,accepted,2024-06-17,"The frozen description explicitly names tool-agent-user interaction, retail and airline domains. It matches the original tau-bench paper title, task and official sierra-research/tau-bench repository."
llm-stats:tau-bench-airline,TAU-bench Airline,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-06-17,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:tau-bench-retail,TAU-bench Retail,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-06-17,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:tau3-airline,Tau3 Airline,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-18,day,named_component_or_alias_introduction,https://sierra.ai/uk/blog/bench-advancing-agent-benchmarking-to-knowledge-and-voice,accepted,2026-03-18,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Sierra's original tau3-bench announcement dated 2026-03-18 explicitly includes the updated airline domain. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:tau3-banking,Tau3 Banking,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-18,day,named_component_or_alias_introduction,https://sierra.ai/uk/blog/bench-advancing-agent-benchmarking-to-knowledge-and-voice,accepted,2026-03-18,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Sierra's original tau3-bench announcement dated 2026-03-18 explicitly introduces the banking domain. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:tau3-bench,TAU3-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-18,day,named_component_or_alias_introduction,https://sierra.ai/uk/blog/bench-advancing-agent-benchmarking-to-knowledge-and-voice,accepted,2026-03-18,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Sierra's original official announcement explicitly releases tau3-bench on 2026-03-18. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:tau3-retail,Tau3 Retail,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-18,day,named_component_or_alias_introduction,https://sierra.ai/uk/blog/bench-advancing-agent-benchmarking-to-knowledge-and-voice,accepted,2026-03-18,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Sierra's original tau3-bench announcement dated 2026-03-18 explicitly includes the updated retail domain. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:tau3-telecom,Tau3 Telecom,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-18,day,named_component_or_alias_introduction,https://sierra.ai/uk/blog/bench-advancing-agent-benchmarking-to-knowledge-and-voice,accepted,2026-03-18,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Sierra's original tau3-bench announcement dated 2026-03-18 explicitly includes the updated telecom domain. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:tempcompass,TempCompass,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-03-01,day,paper_introduction,https://arxiv.org/abs/2403.00476,accepted,2024-03-01,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:terminal-bench-3.0,Terminal-Bench 3.0,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-07-23,day,official_introduction_or_release,https://api.github.com/repos/harbor-framework/frontier-bench/releases?per_page=100,accepted,2026-07-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:terminal-bench-hard,Terminal-Bench Hard,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-09-02,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:terminus,Terminus,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-05-19,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:textvqa,TextVQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2019-04-18,day,paper_introduction,https://arxiv.org/abs/1904.08920,accepted,2019-04-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:theoremqa,TheoremQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-05-21,day,paper_introduction,https://arxiv.org/abs/2305.12524,accepted,2023-05-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:tir-bench,TIR-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-11-03,day,paper_introduction,https://arxiv.org/abs/2511.01833,accepted,2025-11-03,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:tldr9+-(test),TLDR9+ (test),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2021-10-04,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:tomato,TOMATO,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-30,day,paper_introduction,https://arxiv.org/abs/2410.23266,accepted,2024-10-30,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:trae-code-gen,Trae Code Gen,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-23,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:trae-error-fix,Trae Error Fix,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-23,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:translation-en→set1-comet22,Translation en→Set1 COMET22,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-07-11,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:translation-en→set1-spbleu,Translation en→Set1 spBleu,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-07-11,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:translation-set1→en-comet22,Translation Set1→en COMET22,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-07-11,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:translation-set1→en-spbleu,Translation Set1→en spBleu,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-07-11,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:treebench,TreeBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-07-10,day,paper_introduction,https://arxiv.org/abs/2507.07999,accepted,2025-07-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:triviaqa,TriviaQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2017-05-09,day,paper_introduction,https://arxiv.org/abs/1705.03551,accepted,2017-05-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:truthfulqa,TruthfulQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-09-08,day,paper_introduction,https://arxiv.org/abs/2109.07958,accepted,2021-09-08,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:tvbench,TVBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-10,day,paper_introduction,https://arxiv.org/abs/2410.07752,accepted,2024-10-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:tydiqa,TydiQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2020-03-10,day,paper_introduction,https://arxiv.org/abs/2003.05002,accepted,2020-03-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:uniform-bar-exam,Uniform Bar Exam,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-03-15,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:usamo-2026,USAMO 2026,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2026-03-28,day,matharena_usamo_2026_adaptation_introduction,https://matharena.ai/usamo/,scope_not_release,2026-03,MathArena's dedicated USAMO 2026 article is dated 2026-03-28 and introduces the six proof problems and evaluation procedure. It can replace the original record containing only the competition month.
llm-stats:usamo25,USAMO25,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2025-03-27,day,usamo_2025_llm_evaluation_introduction,https://arxiv.org/abs/2503.21934v1,scope_not_release,2025-03,"The original USAMO 2025 evaluation paper v1 proposes a systematic evaluation of the six proof problems on 2025-03-27, distinct from the competition date alone."
llm-stats:v-star,V*,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-12-21,day,paper_introduction,https://arxiv.org/abs/2312.14135,accepted,2023-12-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vatex,VATEX,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2019-04-06,day,paper_introduction,https://arxiv.org/abs/1904.03493,accepted,2019-04-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vcr-en-easy,VCR_en_easy,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2018-11-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:vct,Virology Capabilities Test,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-21,day,paper_introduction,https://arxiv.org/abs/2504.16137,accepted,2025-04-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vending-bench-2,Vending-Bench 2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-11-18,day,official_introduction_or_release,https://andonlabs.com/evals/vending-bench,accepted,2025-11-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vibe,VIBE,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:vibe-android,VIBE Android,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-23,day,named_component_or_alias_introduction,https://www.minimax.io/blog/minimax-m21,accepted,2025-12-23,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: MiniMax's official data card lists the Android, Backend, iOS, Simulation, and Web subsets together and explicitly dates the Phase 1 release of tasks and specifications to 2025-12-23. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:vibe-backend,VIBE Backend,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-23,day,named_component_or_alias_introduction,https://www.minimax.io/blog/minimax-m21,accepted,2025-12-23,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: MiniMax's official data card lists the Android, Backend, iOS, Simulation, and Web subsets together and explicitly dates the Phase 1 release of tasks and specifications to 2025-12-23. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:vibe-eval,Vibe-Eval,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-05-03,day,paper_introduction,https://arxiv.org/abs/2405.02287,accepted,2024-05-03,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vibe-ios,VIBE iOS,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-23,day,named_component_or_alias_introduction,https://www.minimax.io/blog/minimax-m21,accepted,2025-12-23,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: MiniMax's official data card lists the Android, Backend, iOS, Simulation, and Web subsets together and explicitly dates the Phase 1 release of tasks and specifications to 2025-12-23. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:vibe-pro,VIBE-Pro,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-12,day,official_introduction_or_release,https://www.minimax.io/news/minimax-m25,accepted,2026-02-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vibe-simulation,VIBE Simulation,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-23,day,named_component_or_alias_introduction,https://www.minimax.io/blog/minimax-m21,accepted,2025-12-23,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: MiniMax's official data card lists the Android, Backend, iOS, Simulation, and Web subsets together and explicitly dates the Phase 1 release of tasks and specifications to 2025-12-23. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:vibe-v2,VIBE-V2,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-01,The evidence explicitly permits only announcement-date public disclosure and notes later article edits; it is not version-pinned evidence of this task set first being introduced or released.
llm-stats:vibe-web,VIBE Web,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-23,day,named_component_or_alias_introduction,https://www.minimax.io/blog/minimax-m21,accepted,2025-12-23,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: MiniMax's official data card lists the Android, Backend, iOS, Simulation, and Web subsets together and explicitly dates the Phase 1 release of tasks and specifications to 2025-12-23. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
